Historical data for use in plots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name:  ,,,,,,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Hist UKL,Hist Keno,7-dta_Keno,Hist Iron Gate,7-dta_IG,Hist LRDC inflow,Hist FFF to River,Hist D1,Hist D91,Hist D11,Hist D12A,Hist D12B,,,,,,,,Source: D:\Work\Modeling2022\Extend_POR_2023\Historic_ag_use_table_calcs_Dec2016_rev_16Mar2023_UPDATE.xlsx,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Year,WY,SS_INDEX_ag_D1,SS_INDEX_ag_D11_D12A,SS_INDEX_ag_D91,UKL level (ft),"Keno flow
(cfs)","7-day trailing average Keno flow 
(cfs)","Iron Gate flow
(cfs)","7-day trailing average Iron Gate flow 
(cfs)",LRDC inflow (cfs),F&FF to River (cfs),A Canal delivery (cfs),Sta 48 & Miller Hill net delivery (cfs),North Canal delivery (cfs),Ady to Project delivery (cfs),Ady to Refuge delivery (cfs),,,,,,,Year,"Total A1 diversion from UKL and LRDC inflow during SS
(taf)","Total A2 diversion from UKL and LRDC inflow SS (Mar-Sep)
(taf)",Water bank (taf),SS actual historic Project deliveries (taf; no water bank),Estimate of demand: SS actual historic Project diversions plus water bank (taf),Comment,"Oct-Feb historic Project diversions
(taf)","Historic total annual Project demand
(taf)",WY total Ady to Refuge delivery (taf),Dec-Feb (WY) total Ady to Refuge delivery (taf),Mar-Jul (WY) total Ady to Refuge delivery (taf),Aug-Nov (CY) total Ady to Refuge delivery (taf),,
3/17/2020,2020,2020,1,1,1,4141.83,637,638,1030,1030,36,16,0,20,15,7,11,,,,,,,,,,,,,,,,,,,,,
3/18/2020,2020,2020,1,1,1,4141.82,638,638,1020,1029,36,0,0,20,11,0,15,,,,,,,,,,,,,,,,,,,,,
3/19/2020,2020,2020,1,1,1,4141.84,634,637,1030,1029,49,0,0,20,14,0,16,,,,,,,,,,,,,,,,,,,,,
3/20/2020,2020,2020,1,1,1,4141.85,638,637,1030,1029,52,0,0,25,18,0,9,,,,,,,,,,,,,,,,,,,,,
3/21/2020,2020,2020,1,1,1,4141.86,657,640,1030,1029,58,0,0,30,20,7,2,,,,,,,,,,,,,,,,,,,,,
3/22/2020,2020,2020,1,1,1,4141.88,654,642,1030,1029,43,0,0,30,19,13,0,,,,,,,,,,,,,,,,,,,,,
3/23/2020,2020,2020,1,1,1,4141.88,653,644,1030,1029,45,47,0,30,11,6,0,,,,,,,,,,,,,,,,,,,,,
3/24/2020,2020,2020,1,1,1,4141.88,652,647,1030,1029,53,93,0,30,8,13,0,,,,,,,,,,,,,,,,,,,,,
3/25/2020,2020,2020,1,1,1,4141.9,653,649,1030,1030,46,137,0,30,7,36,0,,,,,,,,,,,,,,,,,,,,,
3/26/2020,2020,2020,1,1,1,4141.92,652,651,1030,1030,52,139,0,30,8,55,0,,,,,,,,,,,,,,,,,,,,,
3/27/2020,2020,2020,1,1,1,4141.92,689,659,1030,1030,43,140,0,30,3,65,0,,,,,,,,,,,,,,,,,,,,,
3/28/2020,2020,2020,1,1,1,4141.93,709,666,1030,1030,35,207,0,30,4,84,0,,,,,,,,,,,,,,,,,,,,,
3/29/2020,2020,2020,1,1,1,4141.95,708,674,1030,1030,37,270,0,30,3,84,1,,,,,,,,,,,,,,,,,,,,,
3/30/2020,2020,2020,1,1,1,4141.96,705,681,1030,1030,40,271,0,30,0,80,0,,,,,,,,,,,,,,,,,,,,,
3/31/2020,2020,2020,1,1,1,4142.01,705,689,1040,1031,39,239,0,30,0,81,3,,,,,,,,,,,,,,,,,,,,,
4/1/2020,2020,2020,1,1,1,4142.04,792,709,1220,1059,38,225,0,30,0,108,0,,,,,,,,,,,,,,,,,,,,,
4/2/2020,2020,2020,1,1,1,4142.04,959,752,1360,1106,36,170,0,30,0,42,20,,,,,,,,,,,,,,,,,,,,,
4/3/2020,2020,2020,1,1,1,4142.04,995,796,1360,1153,36,135,0,30,0,23,31,,,,,,,,,,,,,,,,,,,,,
4/4/2020,2020,2020,1,1,1,4142.03,981,835,1360,1200,24,127,0,30,0,25,30,,,,,,,,,,,,,,,,,,,,,
4/5/2020,2020,2020,1,1,1,4142.03,937,868,1350,1246,15,115,0,30,0,7,30,,,,,,,,,,,,,,,,,,,,,
4/6/2020,2020,2020,1,1,1,4142.07,937,901,1360,1293,15,63,0,36,0,0,32,,,,,,,,,,,,,,,,,,,,,
4/7/2020,2020,2020,1,1,1,4142.08,934,934,1360,1339,17,117,46,35,0,33,11,,,,,,,,,,,,,,,,,,,,,
4/8/2020,2020,2020,1,1,1,4142.09,970,959,1360,1359,11,75,56,30,0,43,0,,,,,,,,,,,,,,,,,,,,,
4/9/2020,2020,2020,1,1,1,4142.09,987,963,1350,1357,14,85,49,42,0,27,0,,,,,,,,,,,,,,,,,,,,,
4/10/2020,2020,2020,1,1,1,4142.08,1050,971,1360,1357,14,78,62,71,0,15,0,,,,,,,,,,,,,,,,,,,,,
4/11/2020,2020,2020,1,1,1,4142.07,981,971,1350,1356,8,77,69,92,0,12,0,,,,,,,,,,,,,,,,,,,,,
4/12/2020,2020,2020,1,1,1,4142.08,941,971,1350,1356,6,62,78,104,0,17,0,,,,,,,,,,,,,,,,,,,,,
4/13/2020,2020,2020,1,1,1,4142.06,966,976,1350,1354,4,53,95,142,2,28,0,,,,,,,,,,,,,,,,,,,,,
4/14/2020,2020,2020,1,1,1,4142.04,968,980,1360,1354,8,49,85,115,28,39,1,,,,,,,,,,,,,,,,,,,,,
4/15/2020,2020,2020,1,1,1,4142.04,967,980,1360,1354,9,63,71,112,55,29,3,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,2020,1,1,1,4142.02,1020,985,1360,1356,3,87,151,93,21,19,3,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,2020,1,1,1,4142.01,1050,985,1360,1356,7,68,169,94,27,24,4,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,2020,1,1,1,4142,1270,1026,1360,1357,5,41,183,120,24,9,3,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,2020,1,1,1,4141.98,1330,1082,1360,1359,8,34,202,120,24,19,2,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,2020,1,1,1,4141.97,1290,1128,1360,1360,109,46,337,101,17,41,2,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,2020,1,1,1,4141.95,1360,1184,1360,1360,47,52,412,116,15,56,0,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,2020,1,1,1,4141.91,3920,1606,2970,1590,6,7,480,118,17,61,0,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,2020,1,1,1,4141.82,5430,2236,5970,2249,96,63,539,117,9,98,0,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,2020,1,1,1,4141.71,4550,2736,5050,2776,76,2,556,135,16,115,0,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,2020,1,1,1,4141.66,3820,3100,4570,3234,32,49,520,140,15,100,0,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,2020,1,1,1,4141.59,3330,3386,3740,3574,43,8,512,156,20,74,0,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,2020,1,1,1,4141.53,2800,3601,2980,3806,53,51,477,133,18,79,0,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,2020,1,1,1,4141.5,1460,3616,2500,3969,48,54,460,127,14,51,0,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,2020,1,1,1,4141.49,1320,3244,2310,3874,33,17,458,169,5,39,0,,,,,,,,,,,,,,,,,,,,,
4/30/2020,2020,2020,1,1,1,4141.47,1490,2681,2140,3327,47,54,456,190,0,35,0,,,,,,,,,,,,,,,,,,,,,
5/1/2020,2020,2020,1,1,1,4141.44,1420,2234,1890,2876,50,22,455,186,2,37,0,,,,,,,,,,,,,,,,,,,,,
5/2/2020,2020,2020,1,1,1,4141.41,1320,1877,1740,2471,92,31,448,130,5,20,0,,,,,,,,,,,,,,,,,,,,,
5/3/2020,2020,2020,1,1,1,4141.41,1300,1587,1620,2169,118,116,403,77,6,18,0,,,,,,,,,,,,,,,,,,,,,
5/4/2020,2020,2020,1,1,1,4141.39,1230,1363,1600,1971,108,96,350,54,8,23,27,,,,,,,,,,,,,,,,,,,,,
5/5/2020,2020,2020,1,1,1,4141.39,998,1297,1600,1843,83,40,305,63,22,51,18,,,,,,,,,,,,,,,,,,,,,
5/6/2020,2020,2020,1,1,1,4141.4,791,1221,1620,1744,41,0,285,81,6,46,0,,,,,,,,,,,,,,,,,,,,,
5/7/2020,2020,2020,1,1,1,4141.39,568,1090,1590,1666,51,0,281,96,25,29,0,,,,,,,,,,,,,,,,,,,,,
5/8/2020,2020,2020,1,1,1,4141.39,501,958,1580,1621,34,0,290,105,27,19,0,,,,,,,,,,,,,,,,,,,,,
5/9/2020,2020,2020,1,1,1,4141.39,500,841,1590,1600,25,0,277,110,22,18,0,,,,,,,,,,,,,,,,,,,,,
5/10/2020,2020,2020,1,1,1,4141.38,501,727,1630,1601,21,0,264,111,21,11,0,,,,,,,,,,,,,,,,,,,,,
5/11/2020,2020,2020,1,1,1,4141.35,698,651,1560,1596,22,0,264,133,21,8,0,,,,,,,,,,,,,,,,,,,,,
5/12/2020,2020,2020,1,1,1,4141.35,806,624,1440,1573,57,0,269,125,17,17,0,,,,,,,,,,,,,,,,,,,,,
5/13/2020,2020,2020,1,1,1,4141.35,747,617,1320,1530,98,0,267,103,10,21,0,,,,,,,,,,,,,,,,,,,,,
5/14/2020,2020,2020,1,1,1,4141.38,787,649,1240,1480,139,0,253,75,2,12,0,,,,,,,,,,,,,,,,,,,,,
5/15/2020,2020,2020,1,1,1,4141.39,815,693,1230,1430,166,0,238,65,9,18,0,,,,,,,,,,,,,,,,,,,,,
5/16/2020,2020,2020,1,1,1,4141.39,881,748,1210,1376,164,0,224,56,10,12,0,,,,,,,,,,,,,,,,,,,,,
5/17/2020,2020,2020,1,1,1,4141.42,915,807,1220,1317,160,0,215,41,0,10,0,,,,,,,,,,,,,,,,,,,,,
5/18/2020,2020,2020,1,1,1,4141.46,918,838,1230,1270,119,0,198,17,0,12,0,,,,,,,,,,,,,,,,,,,,,
5/19/2020,2020,2020,1,1,1,4141.49,915,854,1220,1239,189,0,188,25,0,9,0,,,,,,,,,,,,,,,,,,,,,
5/20/2020,2020,2020,1,1,1,4141.49,914,878,1190,1220,172,0,188,18,0,8,0,,,,,,,,,,,,,,,,,,,,,
5/21/2020,2020,2020,1,1,1,4141.49,914,896,1200,1214,134,14,188,16,0,10,0,,,,,,,,,,,,,,,,,,,,,
5/22/2020,2020,2020,1,1,1,4141.5,915,910,1200,1210,136,30,180,11,0,20,0,,,,,,,,,,,,,,,,,,,,,
5/23/2020,2020,2020,1,1,1,4141.49,915,915,1200,1209,103,0,162,12,0,37,0,,,,,,,,,,,,,,,,,,,,,
5/24/2020,2020,2020,1,1,1,4141.49,913,915,1200,1206,98,0,169,15,0,34,0,,,,,,,,,,,,,,,,,,,,,
5/25/2020,2020,2020,1,1,1,4141.49,914,914,1190,1200,80,0,163,42,0,31,0,,,,,,,,,,,,,,,,,,,,,
5/26/2020,2020,2020,1,1,1,4141.48,920,915,1190,1196,50,29,174,42,8,50,0,,,,,,,,,,,,,,,,,,,,,
5/27/2020,2020,2020,1,1,1,4141.48,922,916,1190,1196,36,0,195,44,15,59,0,,,,,,,,,,,,,,,,,,,,,
5/28/2020,2020,2020,1,1,1,4141.47,922,917,1190,1194,24,0,201,39,14,50,0,,,,,,,,,,,,,,,,,,,,,
5/29/2020,2020,2020,1,1,1,4141.46,806,902,1190,1193,22,0,202,32,28,51,0,,,,,,,,,,,,,,,,,,,,,
5/30/2020,2020,2020,1,1,1,4141.45,686,869,1180,1190,23,0,203,30,10,36,0,,,,,,,,,,,,,,,,,,,,,
5/31/2020,2020,2020,1,1,1,4141.46,687,837,1190,1189,21,0,206,30,6,45,0,,,,,,,,,,,,,,,,,,,,,
6/1/2020,2020,2020,1,1,1,4141.47,688,804,1130,1180,24,0,214,32,14,45,0,,,,,,,,,,,,,,,,,,,,,
6/2/2020,2020,2020,1,1,1,4141.46,691,772,1080,1164,33,1,218,33,67,56,0,,,,,,,,,,,,,,,,,,,,,
6/3/2020,2020,2020,1,1,1,4141.46,692,739,1050,1144,72,0,221,30,92,64,0,,,,,,,,,,,,,,,,,,,,,
6/4/2020,2020,2020,1,1,1,4141.45,693,706,1030,1121,77,1,223,41,55,78,0,,,,,,,,,,,,,,,,,,,,,
6/5/2020,2020,2020,1,1,1,4141.42,695,690,1040,1100,87,0,224,76,67,82,0,,,,,,,,,,,,,,,,,,,,,
6/6/2020,2020,2020,1,1,1,4141.4,700,692,1030,1079,102,48,224,78,66,81,0,,,,,,,,,,,,,,,,,,,,,
6/7/2020,2020,2020,1,1,1,4141.41,705,695,1040,1057,94,35,227,82,39,73,0,,,,,,,,,,,,,,,,,,,,,
6/8/2020,2020,2020,1,1,1,4141.38,707,698,1040,1044,81,35,228,90,18,35,0,,,,,,,,,,,,,,,,,,,,,
6/9/2020,2020,2020,1,1,1,4141.37,823,716,1040,1039,78,68,225,96,2,20,0,,,,,,,,,,,,,,,,,,,,,
6/10/2020,2020,2020,1,1,1,4141.35,2000,903,1050,1039,82,0,221,102,18,19,0,,,,,,,,,,,,,,,,,,,,,
6/11/2020,2020,2020,1,1,1,4141.31,2390,1146,1420,1094,68,0,220,95,28,30,0,,,,,,,,,,,,,,,,,,,,,
6/12/2020,2020,2020,1,1,1,4141.27,2180,1358,1800,1203,54,0,224,89,45,27,0,,,,,,,,,,,,,,,,,,,,,
6/13/2020,2020,2020,1,1,1,4141.23,1730,1505,1770,1309,52,0,225,127,31,21,0,,,,,,,,,,,,,,,,,,,,,
6/14/2020,2020,2020,1,1,1,4141.18,1350,1597,1650,1396,52,69,225,142,33,11,0,,,,,,,,,,,,,,,,,,,,,
6/15/2020,2020,2020,1,1,1,4141.17,1210,1669,1530,1466,53,35,230,142,27,7,0,,,,,,,,,,,,,,,,,,,,,
6/16/2020,2020,2020,1,1,1,4141.15,1210,1724,1420,1520,55,0,235,138,36,10,0,,,,,,,,,,,,,,,,,,,,,
6/17/2020,2020,2020,1,1,1,4141.12,1280,1621,1320,1559,89,52,232,134,11,21,0,,,,,,,,,,,,,,,,,,,,,
6/18/2020,2020,2020,1,1,1,4141.11,1310,1467,1230,1531,104,0,229,125,8,34,0,,,,,,,,,,,,,,,,,,,,,
6/19/2020,2020,2020,1,1,1,4141.09,1300,1341,1160,1440,60,0,225,149,22,48,0,,,,,,,,,,,,,,,,,,,,,
6/20/2020,2020,2020,1,1,1,4141.06,1300,1280,1110,1346,106,47,223,159,36,44,0,,,,,,,,,,,,,,,,,,,,,
6/21/2020,2020,2020,1,1,1,4141.03,1300,1273,1110,1269,104,0,220,153,35,51,0,,,,,,,,,,,,,,,,,,,,,
6/22/2020,2020,2020,1,1,1,4141.01,1110,1259,1050,1200,64,52,216,195,33,49,0,,,,,,,,,,,,,,,,,,,,,
6/23/2020,2020,2020,1,1,1,4140.99,1010,1230,1040,1146,36,0,217,205,24,46,0,,,,,,,,,,,,,,,,,,,,,
6/24/2020,2020,2020,1,1,1,4140.96,1010,1191,1040,1106,21,0,226,247,20,81,0,,,,,,,,,,,,,,,,,,,,,
6/25/2020,2020,2020,1,1,1,4140.93,936,1138,1040,1079,20,0,284,319,20,102,0,,,,,,,,,,,,,,,,,,,,,
6/26/2020,2020,2020,1,1,1,4140.89,888,1079,1030,1060,21,21,314,354,28,96,0,,,,,,,,,,,,,,,,,,,,,
6/27/2020,2020,2020,1,1,1,4140.84,891,1021,1030,1049,20,0,330,378,33,96,0,,,,,,,,,,,,,,,,,,,,,
6/28/2020,2020,2020,1,1,1,4140.81,892,962,1030,1037,18,0,341,404,28,87,0,,,,,,,,,,,,,,,,,,,,,
6/29/2020,2020,2020,1,1,1,4140.75,895,932,1020,1033,18,0,351,325,29,84,0,,,,,,,,,,,,,,,,,,,,,
6/30/2020,2020,2020,1,1,1,4140.7,823,905,1030,1031,19,0,352,299,31,84,0,,,,,,,,,,,,,,,,,,,,,
7/1/2020,2020,2020,1,1,1,4140.67,577,843,954,1019,18,0,349,253,26,92,0,,,,,,,,,,,,,,,,,,,,,
7/2/2020,2020,2020,1,1,1,4140.64,519,784,912,1001,17,0,351,251,35,85,0,,,,,,,,,,,,,,,,,,,,,
7/3/2020,2020,2020,1,1,1,4140.62,519,731,900,982,16,0,353,226,39,54,0,,,,,,,,,,,,,,,,,,,,,
7/4/2020,2020,2020,1,1,1,4140.6,520,678,897,963,16,0,353,153,29,54,0,,,,,,,,,,,,,,,,,,,,,
7/5/2020,2020,2020,1,1,1,4140.58,522,625,894,944,15,0,352,153,39,50,0,,,,,,,,,,,,,,,,,,,,,
7/6/2020,2020,2020,1,1,1,4140.55,521,572,889,925,15,0,350,182,104,27,0,,,,,,,,,,,,,,,,,,,,,
7/7/2020,2020,2020,1,1,1,4140.52,521,528,897,906,16,0,339,172,109,16,0,,,,,,,,,,,,,,,,,,,,,
7/8/2020,2020,2020,1,1,1,4140.5,521,520,895,898,15,55,335,155,74,32,0,,,,,,,,,,,,,,,,,,,,,
7/9/2020,2020,2020,1,1,1,4140.48,521,521,893,895,14,0,331,177,44,35,0,,,,,,,,,,,,,,,,,,,,,
7/10/2020,2020,2020,1,1,1,4140.46,519,521,891,894,13,56,325,201,34,88,0,,,,,,,,,,,,,,,,,,,,,
7/11/2020,2020,2020,1,1,1,4140.43,574,528,888,892,14,0,320,177,20,128,0,,,,,,,,,,,,,,,,,,,,,
7/12/2020,2020,2020,1,1,1,4140.41,594,539,892,892,11,0,309,143,33,129,0,,,,,,,,,,,,,,,,,,,,,
7/13/2020,2020,2020,1,1,1,4140.39,591,549,893,893,9,0,298,144,39,127,0,,,,,,,,,,,,,,,,,,,,,
7/14/2020,2020,2020,1,1,1,4140.37,600,560,890,892,9,0,298,158,49,82,0,,,,,,,,,,,,,,,,,,,,,
7/15/2020,2020,2020,1,1,1,4140.34,601,571,885,890,8,0,306,165,54,72,5,,,,,,,,,,,,,,,,,,,,,
7/16/2020,2020,2020,1,1,1,4140.31,645,589,900,891,8,1,308,165,55,115,20,,,,,,,,,,,,,,,,,,,,,
7/17/2020,2020,2020,1,1,1,4140.27,660,609,900,893,8,0,307,170,50,133,26,,,,,,,,,,,,,,,,,,,,,
7/18/2020,2020,2020,1,1,1,4140.24,661,622,896,894,7,0,310,187,42,123,29,,,,,,,,,,,,,,,,,,,,,
7/19/2020,2020,2020,1,1,1,4140.22,661,631,894,894,5,0,310,179,39,118,28,,,,,,,,,,,,,,,,,,,,,
7/20/2020,2020,2020,1,1,1,4140.19,658,641,892,894,5,0,305,163,19,98,30,,,,,,,,,,,,,,,,,,,,,
7/21/2020,2020,2020,1,1,1,4140.16,657,649,892,894,4,0,302,172,11,79,32,,,,,,,,,,,,,,,,,,,,,
7/22/2020,2020,2020,1,1,1,4140.13,657,657,891,895,8,67,302,236,11,78,35,,,,,,,,,,,,,,,,,,,,,
7/23/2020,2020,2020,1,1,1,4140.1,658,659,888,893,24,0,319,269,8,74,28,,,,,,,,,,,,,,,,,,,,,
7/24/2020,2020,2020,1,1,1,4140.07,612,652,888,892,8,0,333,265,8,52,30,,,,,,,,,,,,,,,,,,,,,
7/25/2020,2020,2020,1,1,1,4140.04,589,642,885,890,15,1,342,264,20,66,23,,,,,,,,,,,,,,,,,,,,,
7/26/2020,2020,2020,1,1,1,4140.01,598,633,896,890,7,23,342,253,24,69,26,,,,,,,,,,,,,,,,,,,,,
7/27/2020,2020,2020,1,1,1,4139.98,591,623,889,890,23,1,351,261,24,64,29,,,,,,,,,,,,,,,,,,,,,
7/28/2020,2020,2020,1,1,1,4139.96,591,614,885,889,18,83,367,310,25,58,34,,,,,,,,,,,,,,,,,,,,,
7/29/2020,2020,2020,1,1,1,4139.94,632,610,891,889,35,70,367,287,34,40,37,,,,,,,,,,,,,,,,,,,,,
7/30/2020,2020,2020,1,1,1,4139.9,652,609,886,889,24,2,366,233,36,28,30,,,,,,,,,,,,,,,,,,,,,
7/31/2020,2020,2020,1,1,1,4139.87,650,615,882,888,34,0,365,243,38,19,32,,,,,,,,,,,,,,,,,,,,,
8/1/2020,2020,2020,1,1,1,4139.84,649,623,883,887,39,0,366,239,35,14,28,,,,,,,,,,,,,,,,,,,,,
8/2/2020,2020,2020,1,1,1,4139.81,650,631,886,886,47,0,366,229,34,0,21,,,,,,,,,,,,,,,,,,,,,
8/3/2020,2020,2020,1,1,1,4139.78,649,639,885,885,46,0,367,220,41,19,26,,,,,,,,,,,,,,,,,,,,,
8/4/2020,2020,2020,1,1,1,4139.74,647,647,884,885,44,59,368,232,66,38,29,,,,,,,,,,,,,,,,,,,,,
8/5/2020,2020,2020,1,1,1,4139.7,650,650,880,884,30,49,367,234,97,58,27,,,,,,,,,,,,,,,,,,,,,
8/6/2020,2020,2020,1,1,1,4139.68,689,655,876,882,47,21,370,230,69,52,27,,,,,,,,,,,,,,,,,,,,,
8/7/2020,2020,2020,1,1,1,4139.66,702,662,873,881,39,0,366,221,30,25,25,,,,,,,,,,,,,,,,,,,,,
8/8/2020,2020,2020,1,1,1,4139.62,701,670,879,880,33,0,356,215,33,0,23,,,,,,,,,,,,,,,,,,,,,
8/9/2020,2020,2020,1,1,1,4139.6,700,677,875,879,43,20,345,179,23,17,23,,,,,,,,,,,,,,,,,,,,,
8/10/2020,2020,2020,1,1,1,4139.58,719,687,938,886,53,78,343,173,22,43,29,,,,,,,,,,,,,,,,,,,,,
8/11/2020,2020,2020,1,1,1,4139.54,740,700,1010,904,47,30,344,249,31,46,34,,,,,,,,,,,,,,,,,,,,,
8/12/2020,2020,2020,1,1,1,4139.51,784,719,983,919,47,0,345,284,34,52,32,,,,,,,,,,,,,,,,,,,,,
8/13/2020,2020,2020,1,1,1,4139.48,800,735,978,934,30,31,345,280,43,58,31,,,,,,,,,,,,,,,,,,,,,
8/14/2020,2020,2020,1,1,1,4139.45,800,749,926,941,21,1,343,296,46,42,35,,,,,,,,,,,,,,,,,,,,,
8/15/2020,2020,2020,1,1,1,4139.41,832,768,992,957,30,40,346,302,47,34,42,,,,,,,,,,,,,,,,,,,,,
8/16/2020,2020,2020,1,1,1,4139.37,843,788,1040,981,37,31,355,287,43,45,32,,,,,,,,,,,,,,,,,,,,,
8/17/2020,2020,2020,1,1,1,4139.34,835,805,976,986,37,1,359,286,32,43,32,,,,,,,,,,,,,,,,,,,,,
8/18/2020,2020,2020,1,1,1,4139.32,832,818,895,970,29,34,358,296,17,58,31,,,,,,,,,,,,,,,,,,,,,
8/19/2020,2020,2020,1,1,1,4139.29,830,825,868,954,28,38,354,305,22,68,30,,,,,,,,,,,,,,,,,,,,,
8/20/2020,2020,2020,1,1,1,4139.25,747,817,870,938,19,27,350,303,20,46,34,,,,,,,,,,,,,,,,,,,,,
8/21/2020,2020,2020,1,1,1,4139.23,697,802,949,941,24,15,349,305,8,46,31,,,,,,,,,,,,,,,,,,,,,
8/22/2020,2020,2020,1,1,1,4139.21,763,792,1000,943,15,36,349,313,1,42,30,,,,,,,,,,,,,,,,,,,,,
8/23/2020,2020,2020,1,1,1,4139.17,795,786,1010,938,35,20,347,319,6,32,33,,,,,,,,,,,,,,,,,,,,,
8/24/2020,2020,2020,1,1,1,4139.14,795,780,1030,946,31,28,352,310,5,27,31,,,,,,,,,,,,,,,,,,,,,
8/25/2020,2020,2020,1,1,1,4139.13,762,770,970,957,68,32,358,302,0,43,30,,,,,,,,,,,,,,,,,,,,,
8/26/2020,2020,2020,1,1,1,4139.11,739,757,889,960,74,38,358,295,10,56,33,,,,,,,,,,,,,,,,,,,,,
8/27/2020,2020,2020,1,1,1,4139.08,736,755,879,961,74,17,352,290,8,75,28,,,,,,,,,,,,,,,,,,,,,
8/28/2020,2020,2020,1,1,1,4139.05,806,771,1420,1028,81,33,340,286,14,89,28,,,,,,,,,,,,,,,,,,,,,
8/29/2020,2020,2020,1,1,1,4139.01,863,785,1910,1158,98,0,335,283,14,94,29,,,,,,,,,,,,,,,,,,,,,
8/30/2020,2020,2020,1,1,1,4138.97,814,788,1650,1250,96,39,333,284,0,80,27,,,,,,,,,,,,,,,,,,,,,
8/31/2020,2020,2020,1,1,1,4138.93,796,788,1550,1324,94,15,356,264,4,59,29,,,,,,,,,,,,,,,,,,,,,
9/1/2020,2020,2020,1,1,1,4138.9,760,788,1430,1390,101,39,299,243,28,48,36,,,,,,,,,,,,,,,,,,,,,
9/2/2020,2020,2020,1,1,1,4138.88,744,788,1310,1450,76,26,305,244,43,37,41,,,,,,,,,,,,,,,,,,,,,
9/3/2020,2020,2020,1,1,1,4138.86,743,789,1190,1494,93,0,291,245,31,22,47,,,,,,,,,,,,,,,,,,,,,
9/4/2020,2020,2020,1,1,1,4138.82,789,787,1070,1444,88,14,285,291,21,90,32,,,,,,,,,,,,,,,,,,,,,
9/5/2020,2020,2020,1,1,1,4138.81,806,779,999,1314,84,30,284,275,18,85,35,,,,,,,,,,,,,,,,,,,,,
9/6/2020,2020,2020,1,1,1,4138.78,807,778,972,1217,65,34,283,271,20,60,35,,,,,,,,,,,,,,,,,,,,,
9/7/2020,2020,2020,1,1,1,4138.75,808,780,976,1135,81,0,284,263,17,66,32,,,,,,,,,,,,,,,,,,,,,
9/8/2020,2020,2020,1,1,1,4138.7,811,787,975,1070,55,33,284,273,21,72,28,,,,,,,,,,,,,,,,,,,,,
9/9/2020,2020,2020,1,1,1,4138.67,810,796,974,1022,41,4,282,277,22,61,31,,,,,,,,,,,,,,,,,,,,,
9/10/2020,2020,2020,1,1,1,4138.63,811,806,971,991,29,4,288,272,24,51,33,,,,,,,,,,,,,,,,,,,,,
9/11/2020,2020,2020,1,1,1,4138.6,814,810,966,976,25,35,295,253,23,43,37,,,,,,,,,,,,,,,,,,,,,
9/12/2020,2020,2020,1,1,1,4138.57,813,811,974,973,24,0,293,204,19,48,33,,,,,,,,,,,,,,,,,,,,,
9/13/2020,2020,2020,1,1,1,4138.55,812,811,974,973,39,30,273,173,19,52,29,,,,,,,,,,,,,,,,,,,,,
9/14/2020,2020,2020,1,1,1,4138.53,811,812,971,972,52,12,259,181,12,55,29,,,,,,,,,,,,,,,,,,,,,
9/15/2020,2020,2020,1,1,1,4138.52,774,806,968,971,54,32,242,193,12,44,31,,,,,,,,,,,,,,,,,,,,,
9/16/2020,2020,2020,1,1,1,4138.5,762,800,974,971,41,0,231,212,9,22,28,,,,,,,,,,,,,,,,,,,,,
9/17/2020,2020,2020,1,1,1,4138.47,763,793,974,972,43,30,230,234,6,41,24,,,,,,,,,,,,,,,,,,,,,
9/18/2020,2020,2020,1,1,1,4138.45,764,786,971,972,52,0,231,243,4,40,30,,,,,,,,,,,,,,,,,,,,,
9/19/2020,2020,2020,1,1,1,4138.44,787,782,967,971,59,46,233,204,9,51,26,,,,,,,,,,,,,,,,,,,,,
9/20/2020,2020,2020,1,1,1,4138.42,794,779,974,971,82,0,236,172,16,62,28,,,,,,,,,,,,,,,,,,,,,
9/21/2020,2020,2020,1,1,1,4138.41,794,777,973,972,86,23,234,131,11,64,28,,,,,,,,,,,,,,,,,,,,,
9/22/2020,2020,2020,1,1,1,4138.39,793,780,971,972,84,32,232,134,11,52,29,,,,,,,,,,,,,,,,,,,,,
