Historical data for use in plots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name:  ,,,,,,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Hist UKL,Hist Keno,7-dta_Keno,Hist Iron Gate,7-dta_IG,Hist LRDC inflow,Hist FFF to River,Hist D1,Hist D91,Hist D11,Hist D12A,Hist D12B,,,,,,,,Source: D:\Work\Modeling2022\Extend_POR_2023\Historic_ag_use_table_calcs_Dec2016_rev_16Mar2023_UPDATE.xlsx,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Year,WY,SS_INDEX_ag_D1,SS_INDEX_ag_D11_D12A,SS_INDEX_ag_D91,UKL level (ft),"Keno flow
(cfs)","7-day trailing average Keno flow 
(cfs)","Iron Gate flow
(cfs)","7-day trailing average Iron Gate flow 
(cfs)",LRDC inflow (cfs),F&FF to River (cfs),A Canal delivery (cfs),Sta 48 & Miller Hill net delivery (cfs),North Canal delivery (cfs),Ady to Project delivery (cfs),Ady to Refuge delivery (cfs),,,,,,,Year,"Total A1 diversion from UKL and LRDC inflow during SS
(taf)","Total A2 diversion from UKL and LRDC inflow SS (Mar-Sep)
(taf)",Water bank (taf),SS actual historic Project deliveries (taf; no water bank),Estimate of demand: SS actual historic Project diversions plus water bank (taf),Comment,"Oct-Feb historic Project diversions
(taf)","Historic total annual Project demand
(taf)",WY total Ady to Refuge delivery (taf),Dec-Feb (WY) total Ady to Refuge delivery (taf),Mar-Jul (WY) total Ady to Refuge delivery (taf),Aug-Nov (CY) total Ady to Refuge delivery (taf),,
1/25/1987,1987,1987,0,0,0,4141.28,1370,1447,1780,1767,87,127,0,0,29,164,0,,,,,,,,,,,,,,,,,,,,,
1/26/1987,1987,1987,0,0,0,4141.3,1370,1419,1770,1769,91,173,0,0,29,201,0,,,,,,,,,,,,,,,,,,,,,
1/27/1987,1987,1987,0,0,0,4141.33,1370,1399,1790,1773,114,198,0,0,35,116,0,,,,,,,,,,,,,,,,,,,,,
1/28/1987,1987,1987,0,0,0,4141.37,1380,1380,1860,1786,141,220,0,0,29,82,0,,,,,,,,,,,,,,,,,,,,,
1/29/1987,1987,1987,0,0,0,4141.4,1370,1371,2410,1879,147,237,0,0,29,116,0,,,,,,,,,,,,,,,,,,,,,
1/30/1987,1987,1987,0,0,0,4141.43,1590,1403,2310,1956,140,210,0,0,29,82,0,,,,,,,,,,,,,,,,,,,,,
1/31/1987,1987,1987,0,0,0,4141.44,1890,1477,2280,2029,132,192,0,0,20,116,0,,,,,,,,,,,,,,,,,,,,,
2/1/1987,1987,1987,0,0,0,4141.45,1890,1551,2260,2097,122,203,0,0,29,82,0,,,,,,,,,,,,,,,,,,,,,
2/2/1987,1987,1987,0,0,0,4141.48,1890,1626,2600,2216,131,208,0,0,0,82,0,,,,,,,,,,,,,,,,,,,,,
2/3/1987,1987,1987,0,0,0,4141.52,2000,1716,2770,2356,153,211,0,0,0,116,0,,,,,,,,,,,,,,,,,,,,,
2/4/1987,1987,1987,0,0,0,4141.54,2090,1817,2670,2471,197,228,0,0,0,116,0,,,,,,,,,,,,,,,,,,,,,
2/5/1987,1987,1987,0,0,0,4141.56,2080,1919,2590,2497,199,215,0,0,0,116,0,,,,,,,,,,,,,,,,,,,,,
2/6/1987,1987,1987,0,0,0,4141.57,2080,1989,2490,2523,131,254,0,0,0,82,0,,,,,,,,,,,,,,,,,,,,,
2/7/1987,1987,1987,0,0,0,4141.58,1940,1996,2490,2553,130,173,0,0,0,82,0,,,,,,,,,,,,,,,,,,,,,
2/8/1987,1987,1987,0,0,0,4141.61,1930,2001,2480,2584,124,157,0,0,0,116,0,,,,,,,,,,,,,,,,,,,,,
2/9/1987,1987,1987,0,0,0,4141.61,1930,2007,2380,2553,125,137,0,0,0,142,0,,,,,,,,,,,,,,,,,,,,,
2/10/1987,1987,1987,0,0,0,4141.58,1930,1997,2270,2481,128,107,0,0,0,116,0,,,,,,,,,,,,,,,,,,,,,
2/11/1987,1987,1987,0,0,0,4141.59,1940,1976,2330,2433,132,154,0,0,0,116,0,,,,,,,,,,,,,,,,,,,,,
2/12/1987,1987,1987,0,0,0,4141.6,1950,1957,2410,2407,183,124,0,0,0,164,0,,,,,,,,,,,,,,,,,,,,,
2/13/1987,1987,1987,0,0,0,4141.65,1960,1940,2630,2427,262,258,0,0,0,116,0,,,,,,,,,,,,,,,,,,,,,
2/14/1987,1987,1987,0,0,0,4141.68,1950,1941,2660,2451,349,316,0,0,0,116,0,,,,,,,,,,,,,,,,,,,,,
2/15/1987,1987,1987,0,0,0,4141.75,1950,1944,2600,2469,432,324,0,0,0,82,0,,,,,,,,,,,,,,,,,,,,,
2/16/1987,1987,1987,0,0,0,4141.8,2150,1976,2660,2509,323,317,0,0,0,82,0,,,,,,,,,,,,,,,,,,,,,
2/17/1987,1987,1987,0,0,0,4141.83,2290,2027,2760,2579,230,279,0,0,72,0,0,,,,,,,,,,,,,,,,,,,,,
2/18/1987,1987,1987,0,0,0,4141.86,2290,2077,2750,2639,134,289,0,0,111,0,0,,,,,,,,,,,,,,,,,,,,,
2/19/1987,1987,1987,0,0,0,4141.88,2300,2127,2740,2686,125,324,0,0,29,0,0,,,,,,,,,,,,,,,,,,,,,
2/20/1987,1987,1987,0,0,0,4141.88,2310,2177,2740,2701,134,359,0,0,35,82,0,,,,,,,,,,,,,,,,,,,,,
2/21/1987,1987,1987,0,0,0,4141.92,2310,2229,2730,2711,134,392,0,0,35,0,0,,,,,,,,,,,,,,,,,,,,,
2/22/1987,1987,1987,0,0,0,4141.91,2300,2279,2720,2729,133,386,0,0,20,82,0,,,,,,,,,,,,,,,,,,,,,
2/23/1987,1987,1987,0,0,0,4141.97,2300,2300,2720,2737,136,439,0,0,41,82,0,,,,,,,,,,,,,,,,,,,,,
2/24/1987,1987,1987,0,0,0,4141.97,2290,2300,2730,2733,134,379,0,0,41,0,0,,,,,,,,,,,,,,,,,,,,,
2/25/1987,1987,1987,0,0,0,4141.92,2290,2300,2740,2731,126,483,0,0,50,116,0,,,,,,,,,,,,,,,,,,,,,
2/26/1987,1987,1987,0,0,0,4141.89,2290,2299,2610,2713,113,490,0,0,41,82,0,,,,,,,,,,,,,,,,,,,,,
2/27/1987,1987,1987,0,0,0,4141.89,2080,2266,2420,2667,110,408,0,0,29,82,0,,,,,,,,,,,,,,,,,,,,,
2/28/1987,1987,1987,0,0,0,4141.89,1940,2213,2270,2601,110,339,0,0,29,82,0,,,,,,,,,,,,,,,,,,,,,
3/1/1987,1987,1987,1,1,1,4141.9,1940,2161,2240,2533,111,362,0,0,29,82,0,,,,,,,,,,,,,,,,,,,,,
3/2/1987,1987,1987,1,1,1,4141.84,1940,2110,2230,2463,114,275,0,0,0,82,0,,,,,,,,,,,,,,,,,,,,,
3/3/1987,1987,1987,1,1,1,4141.8,1930,2059,2240,2393,113,221,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
3/4/1987,1987,1987,1,1,1,4141.72,1930,2007,2250,2323,118,241,0,0,20,0,0,,,,,,,,,,,,,,,,,,,,,
3/5/1987,1987,1987,1,1,1,4141.88,1690,1921,2150,2257,114,264,0,29,29,82,0,,,,,,,,,,,,,,,,,,,,,
3/6/1987,1987,1987,1,1,1,4141.98,1330,1814,1810,2170,112,495,0,50,0,82,0,,,,,,,,,,,,,,,,,,,,,
3/7/1987,1987,1987,1,1,1,4142.02,1330,1727,1770,2099,112,330,0,50,0,82,0,,,,,,,,,,,,,,,,,,,,,
3/8/1987,1987,1987,1,1,1,4142.03,1320,1639,1770,2031,114,308,0,50,29,116,0,,,,,,,,,,,,,,,,,,,,,
3/9/1987,1987,1987,1,1,1,4142.06,1320,1550,1770,1966,120,315,0,50,29,201,0,,,,,,,,,,,,,,,,,,,,,
3/10/1987,1987,1987,1,1,1,4142.05,1320,1463,1770,1899,120,264,0,50,29,82,0,,,,,,,,,,,,,,,,,,,,,
3/11/1987,1987,1987,1,1,1,4142.12,1330,1377,1770,1830,119,292,0,50,29,116,0,,,,,,,,,,,,,,,,,,,,,
3/12/1987,1987,1987,1,1,1,4142.2,1460,1344,1920,1797,119,297,0,50,0,116,0,,,,,,,,,,,,,,,,,,,,,
3/13/1987,1987,1987,1,1,1,4142.29,2010,1441,2630,1914,144,275,0,50,0,116,0,,,,,,,,,,,,,,,,,,,,,
3/14/1987,1987,1987,1,1,1,4142.36,2400,1594,3110,2106,166,392,0,50,0,82,0,,,,,,,,,,,,,,,,,,,,,
3/15/1987,1987,1987,1,1,1,4142.41,2390,1747,2990,2280,202,397,0,38,0,116,0,,,,,,,,,,,,,,,,,,,,,
3/16/1987,1987,1987,1,1,1,4142.44,2450,1909,3080,2467,235,397,0,25,0,82,0,,,,,,,,,,,,,,,,,,,,,
3/17/1987,1987,1987,1,1,1,4142.46,2510,2079,3270,2681,249,397,0,25,0,82,0,,,,,,,,,,,,,,,,,,,,,
3/18/1987,1987,1987,1,1,1,4142.5,2550,2253,3310,2901,236,470,0,25,0,82,0,,,,,,,,,,,,,,,,,,,,,
3/19/1987,1987,1987,1,1,1,4142.52,2580,2413,3300,3099,199,411,0,25,29,82,0,,,,,,,,,,,,,,,,,,,,,
3/20/1987,1987,1987,1,1,1,4142.48,2600,2497,3260,3189,193,417,0,25,0,82,0,,,,,,,,,,,,,,,,,,,,,
3/21/1987,1987,1987,1,1,1,4142.52,2600,2526,3220,3204,193,408,0,25,0,0,0,,,,,,,,,,,,,,,,,,,,,
3/22/1987,1987,1987,1,1,1,4142.53,2600,2556,3200,3234,145,409,0,25,29,0,0,,,,,,,,,,,,,,,,,,,,,
3/23/1987,1987,1987,1,1,1,4142.59,2570,2573,3250,3259,122,341,0,25,0,0,0,,,,,,,,,,,,,,,,,,,,,
3/24/1987,1987,1987,1,1,1,4142.6,2470,2567,3220,3251,120,386,0,25,0,0,0,,,,,,,,,,,,,,,,,,,,,
3/25/1987,1987,1987,1,1,1,4142.59,2570,2570,3100,3221,121,0,0,50,0,0,0,,,,,,,,,,,,,,,,,,,,,
3/26/1987,1987,1987,1,1,1,4142.61,2570,2569,2960,3173,123,397,0,50,0,0,0,,,,,,,,,,,,,,,,,,,,,
3/27/1987,1987,1987,1,1,1,4142.6,2570,2564,2950,3129,125,397,0,75,0,0,0,,,,,,,,,,,,,,,,,,,,,
3/28/1987,1987,1987,1,1,1,4142.6,2560,2559,2950,3090,126,341,0,75,0,0,0,,,,,,,,,,,,,,,,,,,,,
3/29/1987,1987,1987,1,1,1,4142.61,2560,2553,2930,3051,127,260,0,86,0,0,0,,,,,,,,,,,,,,,,,,,,,
3/30/1987,1987,1987,1,1,1,4142.56,2400,2529,2890,3000,102,287,0,167,0,0,0,,,,,,,,,,,,,,,,,,,,,
3/31/1987,1987,1987,1,1,1,4142.57,2170,2486,2720,2929,92,209,0,200,0,0,0,,,,,,,,,,,,,,,,,,,,,
4/1/1987,1987,1987,1,1,1,4142.57,1910,2391,2400,2829,90,155,60,248,29,88,0,,,,,,,,,,,,,,,,,,,,,
4/2/1987,1987,1987,1,1,1,4142.56,1390,2223,2100,2706,94,155,60,352,0,88,0,,,,,,,,,,,,,,,,,,,,,
4/3/1987,1987,1987,1,1,1,4142.6,1200,2027,1750,2534,93,175,60,383,0,33,0,,,,,,,,,,,,,,,,,,,,,
4/4/1987,1987,1987,1,1,1,4142.6,1180,1830,1740,2361,91,132,60,350,29,33,0,,,,,,,,,,,,,,,,,,,,,
4/5/1987,1987,1987,1,1,1,4142.62,1180,1633,1740,2191,89,148,60,350,29,47,0,,,,,,,,,,,,,,,,,,,,,
4/6/1987,1987,1987,1,1,1,4142.62,1140,1453,1740,2027,92,127,100,396,41,33,0,,,,,,,,,,,,,,,,,,,,,
4/7/1987,1987,1987,1,1,1,4142.64,951,1279,1740,1887,92,104,150,450,35,33,0,,,,,,,,,,,,,,,,,,,,,
4/8/1987,1987,1987,1,1,1,4142.66,790,1119,1630,1777,83,148,190,457,41,33,0,,,,,,,,,,,,,,,,,,,,,
4/9/1987,1987,1987,1,1,1,4142.67,752,1028,1310,1664,83,138,200,527,29,93,0,,,,,,,,,,,,,,,,,,,,,
4/10/1987,1987,1987,1,1,1,4142.68,734,961,1310,1601,55,175,290,498,0,66,0,,,,,,,,,,,,,,,,,,,,,
4/11/1987,1987,1987,1,1,1,4142.7,711,894,1310,1540,29,165,335,448,41,66,0,,,,,,,,,,,,,,,,,,,,,
4/12/1987,1987,1987,1,1,1,4142.7,711,827,1310,1479,24,155,335,410,50,66,0,,,,,,,,,,,,,,,,,,,,,
4/13/1987,1987,1987,1,1,1,4142.71,712,766,1310,1417,26,132,350,347,29,66,0,,,,,,,,,,,,,,,,,,,,,
4/14/1987,1987,1987,1,1,1,4142.71,713,732,1310,1356,28,170,385,367,29,93,0,,,,,,,,,,,,,,,,,,,,,
4/15/1987,1987,1987,1,1,1,4142.72,711,721,1310,1310,29,204,425,382,29,19,120,,,,,,,,,,,,,,,,,,,,,
4/16/1987,1987,1987,1,1,1,4142.73,710,715,1310,1310,30,175,515,323,65,51,120,,,,,,,,,,,,,,,,,,,,,
4/17/1987,1987,1987,1,1,1,4142.75,710,711,1310,1310,20,132,530,211,46,19,120,,,,,,,,,,,,,,,,,,,,,
4/18/1987,1987,1987,1,1,1,4142.78,713,711,1300,1309,4,138,530,194,29,36,120,,,,,,,,,,,,,,,,,,,,,
4/19/1987,1987,1987,1,1,1,4142.72,712,712,1300,1307,11,155,510,208,29,1,120,,,,,,,,,,,,,,,,,,,,,
4/20/1987,1987,1987,1,1,1,4142.73,775,721,1300,1306,27,127,550,149,29,28,120,,,,,,,,,,,,,,,,,,,,,
4/21/1987,1987,1987,1,1,1,4142.73,810,734,1300,1304,32,175,690,132,29,77,120,,,,,,,,,,,,,,,,,,,,,
4/22/1987,1987,1987,1,1,1,4142.73,806,748,1310,1304,32,138,685,133,65,36,120,,,,,,,,,,,,,,,,,,,,,
4/23/1987,1987,1987,1,1,1,4142.73,806,762,1310,1304,44,270,730,101,82,36,120,,,,,,,,,,,,,,,,,,,,,
4/24/1987,1987,1987,1,1,1,4142.74,837,780,1310,1304,73,132,750,104,46,28,120,,,,,,,,,,,,,,,,,,,,,
4/25/1987,1987,1987,1,1,1,4142.74,860,801,1300,1304,119,143,750,134,29,0,110,,,,,,,,,,,,,,,,,,,,,
4/26/1987,1987,1987,1,1,1,4142.75,859,822,1300,1304,136,155,800,178,29,51,120,,,,,,,,,,,,,,,,,,,,,
4/27/1987,1987,1987,1,1,1,4142.71,857,834,1300,1304,134,132,840,165,29,10,120,,,,,,,,,,,,,,,,,,,,,
4/28/1987,1987,1987,1,1,1,4142.7,855,840,1310,1306,131,148,890,212,106,0,110,,,,,,,,,,,,,,,,,,,,,
4/29/1987,1987,1987,1,1,1,4142.68,822,842,1310,1306,121,104,820,204,65,0,110,,,,,,,,,,,,,,,,,,,,,
4/30/1987,1987,1987,1,1,1,4142.65,756,835,1310,1306,96,99,850,154,50,89,120,,,,,,,,,,,,,,,,,,,,,
5/1/1987,1987,1987,1,1,1,4142.72,786,828,1030,1266,189,122,800,90,41,0,95,,,,,,,,,,,,,,,,,,,,,
5/2/1987,1987,1987,1,1,1,4142.72,1200,876,1010,1224,334,175,770,79,58,1,120,,,,,,,,,,,,,,,,,,,,,
5/3/1987,1987,1987,1,1,1,4142.73,904,883,1010,1183,306,155,755,55,41,0,95,,,,,,,,,,,,,,,,,,,,,
5/4/1987,1987,1987,1,1,1,4142.76,810,876,1010,1141,221,104,760,102,41,0,110,,,,,,,,,,,,,,,,,,,,,
5/5/1987,1987,1987,1,1,1,4142.77,588,838,1010,1099,205,104,755,131,68,28,120,,,,,,,,,,,,,,,,,,,,,
5/6/1987,1987,1987,1,1,1,4142.79,461,786,1010,1056,185,99,760,156,54,131,25,,,,,,,,,,,,,,,,,,,,,
5/7/1987,1987,1987,1,1,1,4142.78,461,744,1000,1011,185,38,780,217,41,114,25,,,,,,,,,,,,,,,,,,,,,
5/8/1987,1987,1987,1,1,1,4142.8,2160,941,999,1007,199,104,825,314,58,74,25,,,,,,,,,,,,,,,,,,,,,
5/9/1987,1987,1987,1,1,1,4142.79,1120,929,1010,1007,175,116,835,315,0,0,13,,,,,,,,,,,,,,,,,,,,,
5/10/1987,1987,1987,1,1,1,4142.79,415,859,1010,1007,168,127,870,304,41,74,25,,,,,,,,,,,,,,,,,,,,,
5/11/1987,1987,1987,1,1,1,4142.78,315,789,1010,1007,56,99,905,289,87,74,25,,,,,,,,,,,,,,,,,,,,,
5/12/1987,1987,1987,1,1,1,4142.74,319,750,1010,1007,31,88,890,253,65,123,25,,,,,,,,,,,,,,,,,,,,,
5/13/1987,1987,1987,1,1,1,4142.71,411,743,1010,1007,42,55,895,276,41,45,25,,,,,,,,,,,,,,,,,,,,,
5/14/1987,1987,1987,1,1,1,4142.7,608,764,1010,1008,69,55,915,305,46,85,25,,,,,,,,,,,,,,,,,,,,,
5/15/1987,1987,1987,1,1,1,4142.67,620,544,1010,1010,79,77,915,304,35,60,25,,,,,,,,,,,,,,,,,,,,,
5/16/1987,1987,1987,1,1,1,4142.66,620,473,1010,1010,66,109,915,306,41,74,25,,,,,,,,,,,,,,,,,,,,,
5/17/1987,1987,1987,1,1,1,4142.63,619,502,1010,1010,62,132,915,306,29,45,25,,,,,,,,,,,,,,,,,,,,,
5/18/1987,1987,1987,1,1,1,4142.6,718,559,1010,1010,76,109,930,250,41,45,25,,,,,,,,,,,,,,,,,,,,,
5/19/1987,1987,1987,1,1,1,4142.56,788,626,1010,1010,108,66,950,220,58,45,25,,,,,,,,,,,,,,,,,,,,,
5/20/1987,1987,1987,1,1,1,4142.51,788,680,1010,1010,142,122,955,202,29,114,25,,,,,,,,,,,,,,,,,,,,,
5/21/1987,1987,1987,1,1,1,4142.46,788,706,1010,1010,163,132,930,235,50,52,25,,,,,,,,,,,,,,,,,,,,,
5/22/1987,1987,1987,1,1,1,4142.42,787,730,1020,1011,163,132,900,281,0,172,25,,,,,,,,,,,,,,,,,,,,,
5/23/1987,1987,1987,1,1,1,4142.41,788,754,1020,1013,146,132,865,289,41,131,25,,,,,,,,,,,,,,,,,,,,,
5/24/1987,1987,1987,1,1,1,4142.38,789,778,1020,1014,139,132,860,271,35,114,25,,,,,,,,,,,,,,,,,,,,,
5/25/1987,1987,1987,1,1,1,4142.37,790,788,1020,1016,155,155,850,267,0,96,25,,,,,,,,,,,,,,,,,,,,,
5/26/1987,1987,1987,1,1,1,4142.34,789,788,1020,1017,212,165,870,193,41,96,25,,,,,,,,,,,,,,,,,,,,,
5/27/1987,1987,1987,1,1,1,4142.31,790,789,1020,1019,242,155,865,166,65,105,25,,,,,,,,,,,,,,,,,,,,,
5/28/1987,1987,1987,1,1,1,4142.29,789,789,1020,1020,243,127,870,166,74,123,25,,,,,,,,,,,,,,,,,,,,,
5/29/1987,1987,1987,1,1,1,4142.26,787,789,1020,1020,223,122,855,170,87,74,25,,,,,,,,,,,,,,,,,,,,,
5/30/1987,1987,1987,1,1,1,4142.21,789,789,1020,1020,153,209,870,202,29,74,25,,,,,,,,,,,,,,,,,,,,,
5/31/1987,1987,1987,1,1,1,4142.24,789,789,1020,1020,88,155,810,208,29,74,25,,,,,,,,,,,,,,,,,,,,,
6/1/1987,1987,1987,1,1,1,4142.22,599,762,751,982,79,93,860,260,29,45,25,,,,,,,,,,,,,,,,,,,,,
6/2/1987,1987,1987,1,1,1,4142.21,451,713,721,939,106,155,875,321,65,200,25,,,,,,,,,,,,,,,,,,,,,
6/3/1987,1987,1987,1,1,1,4142.19,451,665,720,896,138,209,890,319,68,134,25,,,,,,,,,,,,,,,,,,,,,
6/4/1987,1987,1987,1,1,1,4142.12,450,617,740,856,135,188,885,354,61,186,25,,,,,,,,,,,,,,,,,,,,,
6/5/1987,1987,1987,1,1,1,4142.12,424,565,735,815,127,182,890,299,82,203,25,,,,,,,,,,,,,,,,,,,,,
6/6/1987,1987,1987,1,1,1,4142.13,411,511,741,775,113,188,905,278,29,147,25,,,,,,,,,,,,,,,,,,,,,
6/7/1987,1987,1987,1,1,1,4142.1,410,457,730,734,97,204,890,276,50,111,25,,,,,,,,,,,,,,,,,,,,,
6/8/1987,1987,1987,1,1,1,4142.1,412,430,731,731,107,198,800,220,29,97,25,,,,,,,,,,,,,,,,,,,,,
6/9/1987,1987,1987,1,1,1,4142.1,411,424,725,732,140,170,800,220,71,61,25,,,,,,,,,,,,,,,,,,,,,
6/10/1987,1987,1987,1,1,1,4142.09,408,418,720,732,210,198,800,233,54,97,25,,,,,,,,,,,,,,,,,,,,,
6/11/1987,1987,1987,1,1,1,4142.06,406,412,728,730,216,93,805,258,76,97,25,,,,,,,,,,,,,,,,,,,,,
6/12/1987,1987,1987,1,1,1,4142.03,407,409,728,729,169,247,830,200,102,97,25,,,,,,,,,,,,,,,,,,,,,
6/13/1987,1987,1987,1,1,1,4142.03,406,409,728,727,143,231,855,221,116,61,25,,,,,,,,,,,,,,,,,,,,,
6/14/1987,1987,1987,1,1,1,4142.02,406,408,733,728,127,122,850,330,84,81,25,,,,,,,,,,,,,,,,,,,,,
6/15/1987,1987,1987,1,1,1,4142,410,408,743,729,123,38,860,268,46,61,25,,,,,,,,,,,,,,,,,,,,,
6/16/1987,1987,1987,1,1,1,4141.99,410,408,731,730,166,225,830,269,29,39,25,,,,,,,,,,,,,,,,,,,,,
6/17/1987,1987,1987,1,1,1,4142,432,411,732,732,244,264,830,233,20,122,25,,,,,,,,,,,,,,,,,,,,,
6/18/1987,1987,1987,1,1,1,4141.98,445,417,800,742,280,138,840,199,29,106,25,,,,,,,,,,,,,,,,,,,,,
6/19/1987,1987,1987,1,1,1,4141.95,444,422,771,748,266,170,830,188,100,161,25,,,,,,,,,,,,,,,,,,,,,
6/20/1987,1987,1987,1,1,1,4141.92,443,427,743,750,221,170,810,267,112,136,25,,,,,,,,,,,,,,,,,,,,,
6/21/1987,1987,1987,1,1,1,4141.93,443,432,764,755,184,132,805,282,82,106,25,,,,,,,,,,,,,,,,,,,,,
6/22/1987,1987,1987,1,1,1,4141.91,444,437,754,756,176,170,830,284,87,203,25,,,,,,,,,,,,,,,,,,,,,
6/23/1987,1987,1987,1,1,1,4141.89,444,442,747,759,177,165,905,370,91,203,25,,,,,,,,,,,,,,,,,,,,,
6/24/1987,1987,1987,1,1,1,4141.85,446,444,744,760,148,155,900,393,108,106,25,,,,,,,,,,,,,,,,,,,,,
6/25/1987,1987,1987,1,1,1,4141.82,445,444,753,754,112,275,900,395,112,108,100,,,,,,,,,,,,,,,,,,,,,
6/26/1987,1987,1987,1,1,1,4141.78,450,445,744,750,52,170,945,560,96,61,100,,,,,,,,,,,,,,,,,,,,,
6/27/1987,1987,1987,1,1,1,4141.75,416,441,740,749,10,61,960,523,89,61,100,,,,,,,,,,,,,,,,,,,,,
6/28/1987,1987,1987,1,1,1,4141.71,410,436,736,745,5,55,960,440,74,86,100,,,,,,,,,,,,,,,,,,,,,
6/29/1987,1987,1987,1,1,1,4141.67,435,435,734,743,23,182,965,404,61,61,100,,,,,,,,,,,,,,,,,,,,,
6/30/1987,1987,1987,1,1,1,4141.65,454,437,725,739,35,160,970,404,71,47,100,,,,,,,,,,,,,,,,,,,,,
7/1/1987,1987,1987,1,1,1,4141.61,455,438,761,742,35,93,965,414,71,0,97,,,,,,,,,,,,,,,,,,,,,
7/2/1987,1987,1987,1,1,1,4141.58,464,441,745,741,24,259,935,414,29,0,97,,,,,,,,,,,,,,,,,,,,,
7/3/1987,1987,1987,1,1,1,4141.59,463,442,740,740,18,175,910,331,71,47,100,,,,,,,,,,,,,,,,,,,,,
7/4/1987,1987,1987,1,1,1,4141.53,465,449,737,740,30,155,875,320,71,0,97,,,,,,,,,,,,,,,,,,,,,
7/5/1987,1987,1987,1,1,1,4141.48,465,457,737,740,76,122,890,320,65,0,83,,,,,,,,,,,,,,,,,,,,,
7/6/1987,1987,1987,1,1,1,4141.45,332,443,738,740,110,109,905,325,76,0,83,,,,,,,,,,,,,,,,,,,,,
7/7/1987,1987,1987,1,1,1,4141.4,271,416,739,742,110,99,925,320,82,118,100,,,,,,,,,,,,,,,,,,,,,
7/8/1987,1987,1987,1,1,1,4141.37,271,390,745,740,109,5,950,361,65,31,100,,,,,,,,,,,,,,,,,,,,,
7/9/1987,1987,1987,1,1,1,4141.3,273,363,747,740,106,38,985,375,58,31,100,,,,,,,,,,,,,,,,,,,,,
7/10/1987,1987,1987,1,1,1,4141.26,273,336,749,742,103,122,985,354,100,14,100,,,,,,,,,,,,,,,,,,,,,
7/11/1987,1987,1987,1,1,1,4141.2,272,308,743,743,102,38,965,336,96,0,97,,,,,,,,,,,,,,,,,,,,,
7/12/1987,1987,1987,1,1,1,4141.16,271,280,741,743,102,117,965,354,46,0,97,,,,,,,,,,,,,,,,,,,,,
7/13/1987,1987,1987,1,1,1,4141.12,271,272,739,743,113,38,1015,379,65,0,97,,,,,,,,,,,,,,,,,,,,,
7/14/1987,1987,1987,1,1,1,4141.08,282,273,732,742,116,148,1025,445,76,0,97,,,,,,,,,,,,,,,,,,,,,
7/15/1987,1987,1987,1,1,1,4141.04,286,275,726,740,95,38,1010,452,71,0,97,,,,,,,,,,,,,,,,,,,,,
7/16/1987,1987,1987,1,1,1,4141.02,269,275,724,736,81,127,995,405,35,0,97,,,,,,,,,,,,,,,,,,,,,
7/17/1987,1987,1987,1,1,1,4141.02,269,274,734,734,94,5,960,268,29,31,100,,,,,,,,,,,,,,,,,,,,,
7/18/1987,1987,1987,1,1,1,4141,451,300,733,733,405,50,840,104,29,0,83,,,,,,,,,,,,,,,,,,,,,
7/19/1987,1987,1987,1,1,1,4141.02,739,367,733,732,506,160,760,68,29,0,97,,,,,,,,,,,,,,,,,,,,,
7/20/1987,1987,1987,1,1,1,4141.04,770,438,732,731,495,132,710,66,29,0,97,,,,,,,,,,,,,,,,,,,,,
7/21/1987,1987,1987,1,1,1,4141.04,771,508,740,732,402,132,695,32,29,0,83,,,,,,,,,,,,,,,,,,,,,
7/22/1987,1987,1987,1,1,1,4141.08,781,579,741,734,338,226,510,20,29,66,0,,,,,,,,,,,,,,,,,,,,,
7/23/1987,1987,1987,1,1,1,4141.11,781,652,736,736,224,226,530,20,29,0,0,,,,,,,,,,,,,,,,,,,,,
7/24/1987,1987,1987,1,1,1,4141.12,775,724,735,736,223,264,545,2,20,66,0,,,,,,,,,,,,,,,,,,,,,
7/25/1987,1987,1987,1,1,1,4141.12,773,770,800,745,228,386,525,-10,29,93,0,,,,,,,,,,,,,,,,,,,,,
7/26/1987,1987,1987,1,1,1,4141.12,765,774,1070,793,206,308,530,-10,29,0,0,,,,,,,,,,,,,,,,,,,,,
7/27/1987,1987,1987,1,1,1,4141.12,766,773,1070,842,178,353,555,73,0,93,0,,,,,,,,,,,,,,,,,,,,,
7/28/1987,1987,1987,1,1,1,4141.14,562,743,1090,892,135,381,665,230,29,66,0,,,,,,,,,,,,,,,,,,,,,
7/29/1987,1987,1987,1,1,1,4141.12,323,678,1070,939,78,364,670,286,29,93,0,,,,,,,,,,,,,,,,,,,,,
7/30/1987,1987,1987,1,1,1,4141.12,443,630,1020,979,49,315,730,154,0,0,0,,,,,,,,,,,,,,,,,,,,,
7/31/1987,1987,1987,1,1,1,4141.1,471,586,1020,1020,46,397,735,128,0,66,0,,,,,,,,,,,,,,,,,,,,,
